Source,Type,Date,Amount,Month,Financial Year
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
